"","virus","pVal","phase","peak.shape","period","p.adj"
"1395","T16_D__k141_325255||full",0.000925523413993866,16,16,24,0.029675926580827
"1434","T16_S__k141_431809||full",0.000271635217078952,24,8,24,0.0206678603286038
"1524","T44_S__k141_1112479||full",0.0028192095117191,24,12,24,0.0476207458086964
"1531","T100_D__k141_324254||full",0.00185855255832764,16,16,24,0.0394135059394885
"1557","T16_S__k141_948418||full",0.00177977633977758,20,12,24,0.038546962693537
"1566","T112_D__k141_11828||full",0.000379784117322686,20,12,24,0.022635409387653
"1575","T44_S__k141_219432||full",0.000175855166927301,24,12,24,0.0191808874413408
"1577","T16_S__k141_264226||full",0.00235620058305122,20,12,24,0.0437069651438199
"1614","T68_S__k141_85686||full",0.00116386836124688,24,8,24,0.0318980288616093
"1634","T52_D__k141_400382||full",0.000508220500822294,16,16,24,0.0245274706475973
"1654","T92_S__k141_878220||full",1.26930565527408e-06,24,12,24,0.00443853191260262
"1655","T20_S__k141_514704||full",0.00108603268945857,24,12,24,0.0317983017443167
"1661","T60_S__k141_760561||full",0.000132557563720407,24,12,24,0.0182891672246492
"1696","T8_S__k141_898324||full",0.00215131357582937,20,12,24,0.0415903448504051
"1773","T68_S__k141_1023486||full",7.26362820575274e-05,24,8,24,0.0162102758870135
"1794","T48_S__k141_190248||full",0.00024218681793713,24,12,24,0.0204688014294229
"1806","T52_S_k141_218998||full",0.000121030819049067,24,12,24,0.0178720782259343
"1855","T60_S__k141_25749||full",0.00148270430510936,20,8,24,0.0349083316051522
"1857","T72_S__k141_9349||full",0.000450060739282848,24,12,24,0.0242683243402119
"1860","T88_S_k141_858174||full",0.00156959163794681,24,12,24,0.0356028964133435
"1869","T52_S_k141_743153||full",0.00130379315981852,16,20,24,0.0342594113639129
"1883","T12_S__k141_1070742||full",0.000552787401496334,16,12,24,0.0253028244609305
"1920","T88_S_k141_189954||full",0.00113539781170669,24,12,24,0.0318980288616093
"1923","T88_S_k141_458821||full",0.0024067333658001,24,8,24,0.0441872882844828
"1980","T68_S__k141_462313||full",0.00293197789218786,24,12,24,0.0487100601587903
"1985","T44_S__k141_915896||full",0.00143738352367072,20,16,24,0.0349083316051522
"2014","T68_S__k141_279513||full",0.000607494139719867,24,12,24,0.0263252837660094
"2019","T48_S__k141_205723||full",0.00248090437031281,24,12,24,0.0441872882844828
"2021","T72_S__k141_286603||full",1.79926508294977e-06,4,12,24,0.00544420346303015
"2026","T100_D__k141_315448||full",0.000286443629166601,20,8,24,0.0211139909791175
"2112","T56_S__k141_156771||full",0.00144048621378356,20,8,24,0.0349083316051522
"2210","T72_S__k141_208223||full",0.000231178326212715,24,12,24,0.0203925391290152
"2221","T52_S_k141_1082217||full",0.00158035233570384,20,12,24,0.0356965032245642
"2223","T24_S__k141_458333||full",0.0019809510908843,24,12,24,0.0395276058629358
"2230","T72_S__k141_11789||full",0.00137785637840167,24,16,24,0.0349083316051522
"2243","T68_S__k141_865552||full",0.00155533132029367,4,4,24,0.03551229852861
"2259","T36_S__k141_952181||full",0.00177977633977758,20,12,24,0.038546962693537
"2270","T20_S__k141_648110||full",0.00116344065420643,20,8,24,0.0318980288616093
"2276","T28_S__k141_835340||full",0.0010664872663559,20,8,24,0.0317983017443167
"2278","T52_S_k141_383367||full",0.00209067332898416,24,8,24,0.0406941832701145
"2307","T40_S__k141_267019||full",0.00113539781170669,24,12,24,0.0318980288616093
"2308","T40_S__k141_760554||full",0.000858642210921759,20,8,24,0.0287567945992524
"2336","T28_S__k141_748945||full",0.00232546432408158,24,12,24,0.0435657974029488
"2484","T12_S__k141_813608||full",0.00206707939918362,24,12,24,0.040593885297512
"2508","T88_S_k141_587910||full",0.00206707939918362,24,12,24,0.040593885297512
"2526","T48_S__k141_127736||full_1",0.000607494139719867,24,12,24,0.0263252837660094
"2538","T40_S__k141_966613||full",0.00198043451364939,24,8,24,0.0395276058629358
"2566","T68_S__k141_379005||full",0.000331256382747241,24,12,24,0.0220661404452316
"2571","T8_S__k141_1453689||full",6.4452459833717e-05,20,12,24,0.0156932407447844
"2591","T8_S__k141_373272||full",0.00316070467140768,24,8,24,0.0494560923511894
"2603","T24_S__k141_498978||full",0.000746454841394925,4,4,24,0.0282488620859504
"2618","T40_S__k141_689209||full",0.000346313491053934,24,12,24,0.0222849259507213
"2658","T20_S__k141_1203390||full",0.000851823795979548,24,12,24,0.0287567945992524
"2703","T72_S__k141_937251||full",0.000404120958766276,4,4,24,0.0232598817643381
"2717","T20_S__k141_318743||full",0.00143879233478458,24,12,24,0.0349083316051522
"2720","T68_S__k141_451232||full",0.000551477187784165,4,8,24,0.0252667334437195
"2731","T44_S__k141_100218||full",3.54678871780469e-05,24,8,24,0.0148127833993042
"2739","T64_S__k141_794470||full",0.000331256382747241,24,12,24,0.0220661404452316
"2744","T96_S__k141_505034||full",0.00106687933114297,24,8,24,0.0317983017443167
"2752","T64_S__k141_363090||full",0.00270644113125033,24,12,24,0.0462482466846123
"2762","T88_S_k141_698374||full",0.000866457664262784,16,12,24,0.0288390458865416
"2820","T16_S__k141_382714||full",0.000519649980498865,20,12,24,0.0247643937202889
"2833","T68_S__k141_1013133||full",0.00226609582406118,24,16,24,0.0427845959328011
"2868","T28_S__k141_340116||full",0.00248090437031281,24,12,24,0.0441872882844828
"2895","T16_S__k141_1184950||full",0.000273989558333271,20,8,24,0.0206678603286038
"2896","T92_S__k141_622104||full",0.000635107509707133,24,12,24,0.0263252837660094
"2902","T88_S_k141_1145693||full",0.00207104405794758,20,8,24,0.0406552580617289
"2915","T44_S__k141_840906||full",0.00256246309645412,24,8,24,0.0450240953098767
"2916","T112_S__k141_410736||full",0.00202751188181197,20,16,24,0.0400605244440595
"2936","T16_S__k141_1055703||full",0.00300425666145336,24,12,24,0.0490444918765397
"2949","T44_S__k141_1076245||full",7.00480200352158e-06,24,12,24,0.00916833922774441
"3021","T12_S__k141_539432||full",0.000363477230480715,20,8,24,0.0222849259507213
"3024","T20_S__k141_653943||full",0.000175855166927301,24,12,24,0.0191808874413408
"3031","T44_S__k141_1094387||full",0.000275598165168559,20,12,24,0.0207316263660662
"3039","T12_S__k141_457446||full",0.000821309940881683,20,8,24,0.0287567945992524
"3083","T20_S__k141_104870||full",0.000130187584069844,24,12,24,0.0181692343554305
"3097","T52_D__k141_138609||full_1",0.00127785921701574,20,12,24,0.0338349732977793
