"vOTU_names","pVal","phase","peak.shape","period","p.adj"
"T4_S__k141_1089757||full",0.00184762988645824,12,12,24,0.039333618476868
"T100_S__k141_474177||full",0.00226609582406118,16,8,24,0.0427845959328011
"T20_S__k141_283450||full",0.00312619913169303,24,12,24,0.0494560923511894
"T76_S__k141_839426||full",0.00301643689109421,16,8,24,0.0490444918765397
"T4_S__k141_1240681||full",0.00181539830417861,8,16,24,0.039039124811173
"T32_S__k141_375945||full",0.000105042524150221,8,16,24,0.0173617725581805
"T32_S__k141_215472||full",0.00024218681793713,12,12,24,0.0204688014294229
"T32_S__k141_759234||full",0.000118527147224139,16,8,24,0.0178720782259343
"T104_S__k141_746325||full",0.000344045981286852,8,16,24,0.0222849259507213
"T72_S__k141_599708||full",0.000629232320949202,16,8,24,0.0263252837660094
"T84_S__k141_1176145||full",0.000501329654198568,16,8,24,0.0243358535905498
"T36_S__k141_437067||full",0.00300543183192088,12,12,24,0.0490444918765397
"T92_S__k141_575178||full",0.00256246309645412,8,16,24,0.0450240953098767
"T108_S__k141_767776||full",3.79058934149702e-05,16,8,24,0.0148127833993042
"T52_D__k141_854398||full",0.00301643689109421,16,8,24,0.0490444918765397
"T88_S_k141_14653||full",0.0013955259351527,8,16,24,0.0349083316051522
"T104_S__k141_409368||full",0.000587231126270735,12,12,24,0.0263252837660094
"T100_S__k141_682129||full",0.00245569380076853,8,16,24,0.0441872882844828
"T64_S__k141_623714||full",0.000165628191373621,8,16,24,0.0191808874413408
"T48_S__k141_821746||full",0.0005798807697326,12,12,24,0.0261475474083895
"T88_S_k141_730980||full",0.000858642210921759,16,8,24,0.0287567945992524
"T4_S__k141_302153||full",0.000543016344729286,8,16,24,0.0249973341659219
"T84_S__k141_655231||full",7.22323884526209e-05,16,12,24,0.0162102758870135
"T28_S__k141_1028994||full",0.000502516180526758,8,16,24,0.0243358535905498
"T12_S__k141_618167||full",0.000752095993182849,16,8,24,0.0283003144971709
"T36_S__k141_1285546||full",0.000379998922775293,16,8,24,0.022635409387653
"T52_S_k141_924721||full",0.000298897699999932,16,8,24,0.0216367979306378
"T104_S__k141_54693||full",3.54678871780469e-05,8,16,24,0.0148127833993042
"T24_S__k141_289886||full",0.0001969255615578,8,16,24,0.0197039485436387
"T56_S__k141_822793||full",0.000172022990643426,12,12,24,0.0191808874413408
"T36_S__k141_439373||full",0.0017187276822539,16,8,24,0.0376286366167234
"T68_S__k141_772217||full",0.000657833790083256,16,8,24,0.0265258740933821
"T44_S__k141_534678||full",0.00220368650493241,12,16,24,0.0420489086134227
"T36_S__k141_900488||full",0.000205487542495095,8,16,24,0.0197447434681597
"T60_S__k141_72445||full",0.00181539830417861,8,16,24,0.039039124811173
"T12_S__k141_297196||full",0.00102754234964477,12,12,24,0.0316387096155458
"T48_S__k141_691433||full",0.00027859491051037,8,16,24,0.0208105232320761
"T80_S__k141_101639||full",0.000109609590417622,8,16,24,0.0178720782259343
"T8_S__k141_874080||full",0.000777752161546544,12,12,24,0.0287567945992524
"T12_S__k141_430611||full",4.44082321462193e-05,16,8,24,0.0149793527543917
"T32_S__k141_512364||full",0.000126794191384737,12,12,24,0.0178720782259343
"T92_S__k141_676349||full",0.000657833790083256,16,8,24,0.0265258740933821
"T8_S__k141_1022838||full",5.45106915417262e-05,8,16,24,0.0155284927646042
"T24_S__k141_1053260||full",0.00168830439766374,8,16,24,0.0370967356488473
"T52_S_k141_181958||full",0.00265751830836549,16,12,24,0.0459308696065396
"T20_S__k141_1057583||full",0.000543016344729286,16,8,24,0.0249973341659219
"T92_S__k141_860896||full",0.00116344065420643,16,8,24,0.0318980288616093
"T84_S__k141_1019546||full",0.0001573080802373,8,16,24,0.0191808874413408
"T36_S__k141_87892||full",0.00182826586678763,12,12,24,0.0391766634499077
"T72_S__k141_429783||full",0.00257809152338086,12,12,24,0.0450240953098767
"T100_D__k141_1406||full",0.00111496396028117,16,8,24,0.0318298907622438
"T20_S__k141_975356||full",0.000688928189200835,8,16,24,0.0269904407936177
"T112_S__k141_366195||full",0.00245569380076853,8,16,24,0.0441872882844828
"T20_S__k141_1217722||full",0.000175855166927301,12,12,24,0.0191808874413408
"T72_S__k141_270513||full",5.45106915417262e-05,24,8,24,0.0155284927646042
"T32_S__k141_846940||full",0.000396520615069871,16,8,24,0.0231841025452687
"T76_D__k141_670637||full",0.00024218681793713,12,12,24,0.0204688014294229
"T24_S__k141_767526||full",0.0010664872663559,16,8,24,0.0317983017443167
"T32_S__k141_339631||full",0.000657833790083256,16,8,24,0.0265258740933821
"T48_S__k141_414149||full",0.000230319916074764,12,12,24,0.0203925391290152
"T4_D_k141_561842||full",0.000479532712711673,16,8,24,0.0242683243402119
"T44_S__k141_176010||full",0.00152239192925749,8,16,24,0.0349083316051522
"T12_S__k141_1053133||full",0.00235620058305122,20,12,24,0.0437069651438199
"T52_D__k141_383387||full",0.000866457664262784,16,12,24,0.0288390458865416
"T88_S_k141_80958||full",0.00257809152338086,12,12,24,0.0450240953098767
"T64_S__k141_740142||full",0.00129040817466925,12,12,24,0.0340740932840144
"T40_D__k141_9809||full",0.00193234923656654,16,8,24,0.0394353515457819
"T112_S__k141_118845||full",0.00168830439766374,16,8,24,0.0370967356488473
"T76_D__k141_2851||full",0.000864850601577842,16,12,24,0.0288390458865416
"T108_S__k141_642733||full",8.66356468390793e-05,12,12,24,0.0163397069061258
"T112_S__k141_927485||full",0.00237576514657291,8,16,24,0.0438132347746507
"T108_S__k141_900912||full",0.00236910017970032,16,8,24,0.0437069651438199
"T0_S__k141_281412||full",0.000165628191373621,8,16,24,0.0191808874413408
"T108_S__k141_95005||full",0.00108603268945857,12,12,24,0.0317983017443167
"T28_S__k141_605640||full",0.000729479466102545,12,12,24,0.0277076326152267
"T40_D__k141_1007418||full",1.56467992952124e-05,16,8,24,0.0130645378666991
"T16_S__k141_600997||full",3.88457811950037e-05,8,16,24,0.0148127833993042
"T112_S__k141_303704||full",0.00288528746104664,16,8,24,0.0482515468754398
"T64_S__k141_24790||full",9.07611538314164e-05,12,12,24,0.0163397069061258
"T88_S_k141_98649||full",0.000847920460867402,8,16,24,0.0287567945992524
"T68_S__k141_154256||full",0.00206707939918362,24,12,24,0.040593885297512
"T76_S__k141_354446||full",0.0020235946375495,12,12,24,0.0399994453498969
"T84_S__k141_299893||full",0.000657833790083256,16,8,24,0.0265258740933821
"T100_S__k141_521526||full",0.0013955259351527,8,16,24,0.0349083316051522
"T44_S__k141_252949||full",0.00301643689109421,16,8,24,0.0490444918765397
"T16_S__k141_731472||full",7.56720259979838e-05,16,12,24,0.0163397069061258
"T16_S__k141_1178154||full",0.00214547072312017,8,16,24,0.0414939521482683
"T28_S__k141_48887||full",0.00259367275078157,24,12,24,0.0450525050125
"T92_S__k141_875432||full",0.00111496396028117,16,8,24,0.0318298907622438
"T52_S_k141_1056473||full",0.00193234923656654,16,8,24,0.0394353515457819
"T84_S__k141_1196312||full",0.00126085739135078,8,16,24,0.0334030644137503
"T40_S__k141_141579||full",0.00168830439766374,8,16,24,0.0370967356488473
"T8_S__k141_5765||full",0.00269371163933382,16,8,24,0.0460957834875117
"T44_S__k141_582925||full",0.000167861750248787,12,12,24,0.0191808874413408
"T12_S__k141_647000||full",0.000686435259217311,16,8,24,0.0269904407936177
"T12_S__k141_792928||full",4.23896761395729e-05,16,8,24,0.0149793527543917
"T56_S__k141_765858||full",0.000895974480961836,16,8,24,0.0291993621561371
"T88_S_k141_591723||full",0.000884786567861636,8,16,24,0.029098199262576
"T88_S_k141_94826||full",6.3857776237649e-05,16,8,24,0.0156932407447844
"T28_S__k141_365481||full",0.00116386836124688,8,16,24,0.0318980288616093
"T28_S__k141_1081063||full",1.51874280284069e-05,12,12,24,0.0129034520098191
"T12_S__k141_1055952||full_1",0.000858642210921759,16,8,24,0.0287567945992524
"T28_S__k141_1170306||full",0.000613034868727355,8,16,24,0.0263252837660094
"T112_S__k141_507094||full",0.000479532712711673,16,8,24,0.0242683243402119
"T88_S_k141_716815||full",0.00201286378809014,16,8,24,0.0399831696183878
"T44_S__k141_659079||full",0.00177132013351933,16,8,24,0.0383981608890215
"T32_S__k141_853701||full",0.000175855166927301,12,12,24,0.0191808874413408
"T56_S__k141_481015||full",0.00314204236973546,8,16,24,0.0494560923511894
"T28_S__k141_352535||full",0.00302328272917257,8,16,24,0.0490444918765397
"T16_D__k141_296504||full",0.00289640800295085,16,12,24,0.0482515468754398
"T68_S__k141_1126818||full",0.000657833790083256,16,8,24,0.0265258740933821
"T0_S__k141_698299||full",0.000266986789239105,8,16,24,0.0206678603286038
"T32_S__k141_934243||full",0.00270644113125033,12,12,24,0.0462482466846123
"T104_S__k141_561120||full",8.72715676448614e-05,16,8,24,0.0163397069061258
"T48_S__k141_150710||full",0.0010664872663559,16,8,24,0.0317983017443167
"T108_S__k141_868435||full",0.000821309940881683,16,8,24,0.0287567945992524
"T48_S__k141_844719||full",0.000396520615069871,16,8,24,0.0231841025452687
"T108_S__k141_1009838||full",0.00155533132029367,8,20,24,0.03551229852861
"T16_S__k141_1073696||full",0.00027859491051037,8,16,24,0.0208105232320761
"T88_S_k141_54157||full",0.00150311604916546,16,8,24,0.0349083316051522
"T24_S__k141_164047||full",0.00150311604916546,16,8,24,0.0349083316051522
"T28_S__k141_674877||full",0.00230636112641659,8,16,24,0.0432246349187704
"T32_S__k141_940080||full",0.00110438500473611,12,16,24,0.0318298907622438
"T20_S__k141_885276||full",0.000167861750248787,12,12,24,0.0191808874413408
"T32_S__k141_455085||full",0.000379998922775293,16,8,24,0.022635409387653
"T4_S__k141_1094071||full",0.00156574588454735,20,8,24,0.0356028964133435
"T112_S__k141_306660||full",0.000405527176936583,12,12,24,0.0232598817643381
"T40_S__k141_812126||full",0.000613034868727355,24,8,24,0.0263252837660094
"T8_S__k141_162655||full",0.00285274906384009,8,20,24,0.0481704782648702
"T52_S_k141_1088620||full",0.00310005842687983,24,8,24,0.0494560923511894
"T16_S__k141_153519||full",0.00301643689109421,16,8,24,0.0490444918765397
"T108_S__k141_840010||full",0.00316070467140768,8,16,24,0.0494560923511894
"T48_S__k141_486261||full",0.0026918475986769,8,16,24,0.0460957834875117
"T16_D__k141_1017156||full",0.00289640800295085,8,16,24,0.0482515468754398
"T28_S__k141_907437||full",0.00301643689109421,16,8,24,0.0490444918765397
"T56_S__k141_698384||full",0.000481578006338143,8,16,24,0.0242683243402119
"T100_D__k141_183347||full",0.00168830439766374,12,16,24,0.0370967356488473
"T76_S__k141_315294||full",0.00262929404381185,12,12,24,0.0455080242865334
"T84_S__k141_1178230||full",0.000818564600256177,12,12,24,0.0287567945992524
"T96_S__k141_516219||full",0.00111496396028117,16,8,24,0.0318298907622438
"T32_S__k141_773844||full",0.00198043451364939,8,16,24,0.0395276058629358
"T32_S__k141_294384||full",0.000172022990643426,12,12,24,0.0191808874413408
"T60_S__k141_324659||full",0.00234892450508294,8,16,24,0.0437069651438199
"T16_S__k141_858031||full",0.000884786567861636,8,16,24,0.029098199262576
"T4_D_k141_43191||full",0.00201286378809014,16,8,24,0.0399831696183878
"T112_D__k141_206193||full",0.00150821844554711,12,12,24,0.0349083316051522
"T36_S__k141_887378||full",0.000752095993182849,16,8,24,0.0283003144971709
"T76_S__k141_178469||full",0.00220152652976129,16,12,24,0.0420489086134227
"T52_S_k141_1006458||full",0.00248090437031281,12,12,24,0.0441872882844828
"T56_S__k141_959001||full",0.000159999116678161,16,8,24,0.0191808874413408
"T52_S_k141_1058286||full",0.000167861750248787,12,12,24,0.0191808874413408
"T48_S__k141_945899||full",0.001897916408914,8,16,24,0.0394135059394885
"T112_S__k141_356672||full",0.000235259022806943,16,8,24,0.0204688014294229
"T12_S__k141_972726||full",0.00288528746104664,16,8,24,0.0482515468754398
"T16_D__k141_101037||full",0.00071939616739229,8,16,24,0.0275078337386082
"T44_S__k141_939461||full",0.00211157701309513,8,20,24,0.0409365298599564
"T32_S__k141_175304||full",0.00198043451364939,8,16,24,0.0395276058629358
"T76_D__k141_181587||full",0.00288860685691901,16,12,24,0.0482515468754398
"T88_S_k141_450345||full",0.000316199274440549,12,12,24,0.0219379361484287
"T56_S__k141_346327||full",0.00292781457811997,16,8,24,0.048657585583114
"T92_S__k141_806630||full",0.00189482278258499,12,12,24,0.0394135059394885
"T16_D__k141_30725||full",0.00101801057243063,16,8,24,0.0314014114660322
"T12_S__k141_377273||full",0.00150311604916546,16,8,24,0.0349083316051522
"T100_D__k141_130195||full",0.000858642210921759,16,8,24,0.0287567945992524
"T100_S__k141_472429||full",0.00143879233478458,12,12,24,0.0349083316051522
"T108_S__k141_642417||full",0.00116386836124688,8,16,24,0.0318980288616093
"T80_S__k141_415029||full",0.000668765311338932,8,16,24,0.0266340185012515
"T32_S__k141_877280||full",0.00111537384619492,8,16,24,0.0318298907622438
"T112_S__k141_400159||full",0.00143879233478458,12,12,24,0.0349083316051522
"T80_S__k141_617382||full",0.000423960230433701,12,12,24,0.0237498117020436
"T20_S__k141_446335||full",0.000851823795979548,24,12,24,0.0287567945992524
"T12_S__k141_264042||full",0.000144306548182424,8,16,24,0.0188324873252697
"T24_S__k141_981261||full",0.00122784690038426,12,12,24,0.0328883681923723
"T16_D__k141_27428||full",0.00292109770841951,16,12,24,0.0486293983579719
"T40_S__k141_636033||full",0.00152239192925749,8,16,24,0.0349083316051522
"T28_S__k141_1052067||full",0.00308299063921204,12,12,24,0.0494560923511894
"T4_S__k141_657638||full",0.000224037501415626,16,8,24,0.0203925391290152
"T80_S__k141_383576||full",0.0012404521851564,16,8,24,0.0328984766827789
"T96_S__k141_645387||full",0.00316070467140768,8,16,24,0.0494560923511894
"T36_S__k141_600912||full",0.000457735771224779,16,8,24,0.0242683243402119
"T64_S__k141_304088||full",0.000948958204457,12,12,24,0.0299388585833509
"T24_S__k141_595135||full",0.000826968123437602,16,8,24,0.0287567945992524
"T88_S_k141_632080||full",0.000847920460867402,8,16,24,0.0287567945992524
"T64_S__k141_396057||full",0.000688928189200835,12,12,24,0.0269904407936177
"T4_S__k141_560947||full",0.000613034868727355,8,16,24,0.0263252837660094
"T32_S__k141_445570||full",0.00289640800295085,8,16,24,0.0482515468754398
"T16_D__k141_946431||full",0.00144264373052332,8,16,24,0.0349083316051522
"T56_S__k141_482849||full",0.00185183468504293,16,8,24,0.039333618476868
"T72_S__k141_939430||full",0.00137785637840167,16,8,24,0.0349083316051522
"T4_D_k141_168571||full",0.000167861750248787,12,12,24,0.0191808874413408
"T112_S__k141_354058||full",0.00198043451364939,8,16,24,0.0395276058629358
"T108_S__k141_386780||full",0.00209067332898416,16,8,24,0.0406941832701145
"T96_S__k141_277448||full",0.00259367275078157,12,12,24,0.0450525050125
"T44_S__k141_99090||full",0.000970639021041989,16,8,24,0.0304641001367605
"T8_S__k141_1326131||full",0.00144048621378356,16,8,24,0.0349083316051522
"T84_S__k141_988544||full",0.000907699152089304,16,8,24,0.029285845794391
"T108_S__k141_900269||full",0.000450060739282848,12,12,24,0.0242683243402119
"T108_S__k141_30482||full",0.0013955259351527,8,16,24,0.0349083316051522
"T12_S__k141_352844||full",2.10857017023191e-05,8,16,24,0.0139876047649868
"T36_S__k141_1028030||full",0.00304474627265663,24,12,24,0.0492982188205333
"T88_S_k141_599390||full",0.00108603268945857,12,12,24,0.0317983017443167
"T108_S__k141_965098||full",0.000501329654198568,16,8,24,0.0243358535905498
"T76_S__k141_755842||full",0.00247210453533947,16,8,24,0.0441872882844828
"T36_S__k141_938234||full",0.000183848583605815,12,12,24,0.0192714701447238
"T32_S__k141_1027999||full",9.4181790310252e-05,12,12,24,0.0166474967353101
"T12_S__k141_14514||full",0.000379998922775293,16,8,24,0.022635409387653
"T84_S__k141_187107||full",0.00301643689109421,16,8,24,0.0490444918765397
"T32_S__k141_528741||full",0.000523126595685462,16,8,24,0.0247643937202889
"T16_S__k141_163422||full",0.000866457664262784,16,12,24,0.0288390458865416
"T12_S__k141_1062749||full",5.83049261300273e-05,16,8,24,0.0156932407447844
"T84_S__k141_373924||full",0.000123680501451276,16,8,24,0.0178720782259343
"T32_S__k141_960444||full",0.00314758632114179,16,8,24,0.0494560923511894
"T88_D__k141_93184||full",0.00277306258264225,16,12,24,0.0471703107664907
"T24_S__k141_808795||full",0.00191575787107171,8,20,24,0.0394353515457819
"T8_S__k141_571830||full",0.00288925576042733,12,16,24,0.0482515468754398
"T32_S__k141_1330393||full",2.83029270492493e-06,12,12,24,0.0062573341682526
"T68_S__k141_992099||full",0.00226609582406118,16,8,24,0.0427845959328011
"T52_S_k141_481758||full",0.000557686923097461,12,12,24,0.0254549126406822
"T16_S__k141_1169712||full",0.00236910017970032,16,8,24,0.0437069651438199
"T0_S__k141_8825||full",0.0027811176022569,16,8,24,0.0472562823493428
"T4_D_k141_180398||full",0.000821309940881683,20,8,24,0.0287567945992524
"T12_S__k141_425094||full",0.000783977670841606,16,8,24,0.0287567945992524
"T12_S__k141_1008050||full",0.00252397994927606,12,16,24,0.0448884689620055
"T0_S__k141_216644||full",0.000121030819049067,12,12,24,0.0178720782259343
"T12_S__k141_891832||full",0.000858642210921759,16,8,24,0.0287567945992524
"T88_S_k141_886687||full",0.000159999116678161,16,8,24,0.0191808874413408
"T76_S__k141_620327||full",0.000255378667967839,8,16,24,0.0206678603286038
"T36_S__k141_424282||full",0.00259367275078157,24,12,24,0.0450525050125
"T32_S__k141_676783||full",0.000317553754853567,8,16,24,0.0219379361484287
"T112_S__k141_993163||full",0.00088885961319605,12,12,24,0.0291835209138022
"T28_S__k141_454614||full",0.00108603268945857,12,12,24,0.0317983017443167
"T108_S__k141_965581||full",0.00257510889097861,16,8,24,0.0450240953098767
"T56_S__k141_721868||full",0.000316199274440549,12,12,24,0.0219379361484287
"T96_S__k141_425828||full",0.000317553754853567,16,8,24,0.0219379361484287
"T48_S__k141_6637||full",0.0013955259351527,8,16,24,0.0349083316051522
"T44_S__k141_593957||full",0.00150311604916546,16,8,24,0.0349083316051522
"T8_S__k141_116586||full",1.28313056034601e-06,12,12,24,0.00443853191260262
"T88_S_k141_501245||full",7.92395804263935e-05,8,16,24,0.0163397069061258
"T20_S__k141_1017156||full",0.00150056416750155,16,12,24,0.0349083316051522
"T92_S__k141_1185905||full",0.00292781457811997,16,8,24,0.048657585583114
"T68_S__k141_494481||full",0.00123412805620292,24,12,24,0.0328984766827789
"T44_S__k141_352094||full",4.30893200856761e-06,8,16,24,0.00745260568967543
"T12_S__k141_1322373||full",0.00116344065420643,16,8,24,0.0318980288616093
"T112_S__k141_779161||full",0.0022982319147323,8,16,24,0.0432246349187704
"T60_S__k141_345682||full",0.00247210453533947,16,8,24,0.0441872882844828
"T4_S__k141_679225||full",0.00116344065420643,16,8,24,0.0318980288616093
"T68_S__k141_337942||full",0.000317553754853567,8,16,24,0.0219379361484287
"T56_S__k141_958850||full",0.0026918475986769,8,16,24,0.0460957834875117
"T108_S__k141_1021068||full",0.00316070467140768,8,16,24,0.0494560923511894
"T4_S__k141_615979||full",0.00286869096759402,8,20,24,0.0482515468754398
"T112_S__k141_280338||full",0.000346313491053934,12,12,24,0.0222849259507213
"T80_S__k141_634198||full",0.000410654970440841,12,12,24,0.0232598817643381
"T24_S__k141_774541||full",0.000146086150010495,16,8,24,0.0189162034029632
"T36_S__k141_881778||full",0.000858642210921759,16,8,24,0.0287567945992524
"T44_S__k141_184643||full",0.000118527147224139,16,8,24,0.0178720782259343
"T80_S__k141_997257||full",0.000990475545442152,8,16,24,0.0307282189075417
"T52_S_k141_637179||full",2.74757719990399e-05,8,16,24,0.0139876047649868
"T52_D__k141_471964||full",0.000613034868727355,8,16,24,0.0263252837660094
"T72_S__k141_81691||full",0.00301643689109421,16,8,24,0.0490444918765397
"T80_S__k141_841747||full",0.0019809510908843,12,12,24,0.0395276058629358
"T28_S__k141_549250||full",0.000821309940881683,16,8,24,0.0287567945992524
"T36_S__k141_735970||full",0.0013955259351527,8,16,24,0.0349083316051522
"T68_S__k141_229748||full",0.000167861750248787,12,12,24,0.0191808874413408
"T12_S__k141_59665||full",0.0027829957309888,8,20,24,0.0472562823493428
"T56_S__k141_635185||full",3.06162985274759e-05,16,8,24,0.0139876047649868
"T24_S__k141_97894||full",0.00143879233478458,12,12,24,0.0349083316051522
"T16_D__k141_696319||full",0.000331256382747241,12,12,24,0.0220661404452316
"T80_S__k141_937464||full",0.000344045981286852,8,16,24,0.0222849259507213
"T12_S__k141_761624||full",0.00168830439766374,8,16,24,0.0370967356488473
"T104_S__k141_587589||full",0.00245569380076853,8,16,24,0.0441872882844828
"T76_S__k141_934183||full",0.000933306751001912,16,8,24,0.0298767113185473
"T68_S__k141_160356||full",0.00189482278258499,12,12,24,0.0394135059394885
"T44_S__k141_919042||full",0.00111537384619492,8,16,24,0.0318298907622438
"T76_S__k141_654887||full",0.00316070467140768,8,16,24,0.0494560923511894
"T52_S_k141_947828||full",0.00277306258264225,16,12,24,0.0471703107664907
"T48_S__k141_1020122||full",0.00033043384589156,16,8,24,0.0220661404452316
"T4_D_k141_255298||full",0.00226609582406118,16,8,24,0.0427845959328011
"T104_S__k141_11247||full",6.15553484014262e-05,12,12,24,0.0156932407447844
"T32_S__k141_787747||full",0.00201286378809014,16,8,24,0.0399831696183878
"T56_S__k141_739785||full",0.00143879233478458,12,12,24,0.0349083316051522
"T52_D__k141_359009||full",0.00277306258264225,16,12,24,0.0471703107664907
"T16_D__k141_121325||full",0.00121321487990599,12,16,24,0.0326953646099538
"T28_S__k141_31332||full",1.44970903907521e-05,12,12,24,0.0125368766686311
"T64_S__k141_907680||full",0.000298897699999932,16,8,24,0.0216367979306378
"T40_S__k141_253||full",0.00153757408427773,8,16,24,0.0351731874130382
"T80_S__k141_228083||full",0.000253195309661545,12,12,24,0.0206678603286038
"T20_S__k141_801227||full",0.000635107509707133,24,12,24,0.0263252837660094
"T100_S__k141_684905||full",0.000388876080773272,8,16,24,0.0230226049384939
"T80_S__k141_828368||full_1",0.00314758632114179,16,8,24,0.0494560923511894
"T112_S__k141_1006758||full",0.00247210453533947,16,8,24,0.0441872882844828
"T68_S__k141_1017598||full",0.000488919114245499,16,12,24,0.0243358535905498
"T8_S__k141_578225||full",0.00177132013351933,16,8,24,0.0383981608890215
"T108_S__k141_170807||full",0.000657833790083256,16,8,24,0.0265258740933821
"T112_S__k141_495983||full",0.00117350463543494,16,8,24,0.0319712523699148
"T0_S__k141_683057||full",0.000990475545442152,8,16,24,0.0307282189075417
"T36_S__k141_327357||full",0.000243770546696574,8,16,24,0.0205309913659508
"T20_S__k141_559795||full",0.000501329654198568,16,8,24,0.0243358535905498
"T60_S__k141_677266||full",0.000344045981286852,8,16,24,0.0222849259507213
"T32_S__k141_1222778||full",0.00314204236973546,8,16,24,0.0494560923511894
"T8_S__k141_381079||full_1",0.00189482278258499,12,12,24,0.0394135059394885
"T12_S__k141_1299858||full",3.92246586000504e-05,16,16,24,0.0148404044272128
"T64_S__k141_776900||full",0.00236910017970032,16,8,24,0.0437069651438199
"T24_S__k141_1152173||full",0.00116386836124688,8,16,24,0.0318980288616093
"T72_S__k141_301976||full",0.0019809510908843,12,12,24,0.0395276058629358
"T12_S__k141_1359660||full",0.00177132013351933,16,8,24,0.0383981608890215
"T56_S__k141_824373||full",0.000814787978763046,12,12,24,0.0287567945992524
"T32_S__k141_792550||full",0.00144048621378356,16,8,24,0.0349083316051522
"T52_S_k141_651924||full",0.000158099637220274,16,8,24,0.0191808874413408
"T32_S__k141_860204||full",0.000118527147224139,16,8,24,0.0178720782259343
"T12_S__k141_1051339||full",0.00247210453533947,16,8,24,0.0441872882844828
"T36_S__k141_1093671||full",0.00191382773041847,16,4,24,0.0394353515457819
"T64_S__k141_563278||full",0.00301643689109421,16,8,24,0.0490444918765397
"T16_S__k141_83247||full",7.9682735675743e-05,16,8,24,0.0163397069061258
"T4_S__k141_1194750||full",0.00209067332898416,8,16,24,0.0406941832701145
"T84_S__k141_659463||full",0.000782974835027647,12,12,24,0.0287567945992524
"T4_S__k141_947182||full",0.00129683637539079,8,16,24,0.0340951096565825
"T12_S__k141_830247||full",0.00150311604916546,16,8,24,0.0349083316051522
"T32_S__k141_1247055||full",0.00134685581966691,16,8,24,0.0349083316051522
"T100_S__k141_205007||full",0.00117446225254147,12,12,24,0.0319712523699148
"T68_S__k141_34189||full",0.00266923239213971,8,16,24,0.0460675646067504
"T20_S__k141_574842||full",2.74757719990399e-05,8,16,24,0.0139876047649868
"T52_S_k141_84462||full",0.000273989558333271,20,8,24,0.0206678603286038
"T108_S__k141_710802||full",0.00204735174488914,16,12,24,0.0403866192674099
"T16_S__k141_136776||full",0.00193234923656654,16,8,24,0.0394353515457819
"T0_S__k141_490478||full",0.0001969255615578,8,16,24,0.0197039485436387
"T32_S__k141_432133||full",0.00234700927086988,8,20,24,0.0437069651438199
"T60_S__k141_487335||full",0.00293656101673843,8,16,24,0.0487193480365224
"T72_S__k141_500908||full",6.68640191245242e-06,12,12,24,0.00899469643934016
"T108_S__k141_437049||full",0.000362010896486191,8,16,24,0.0222849259507213
"T4_D_k141_1234534||full",0.000123680501451276,16,8,24,0.0178720782259343
"T0_S__k141_1034440||full",0.00314204236973546,8,16,24,0.0494560923511894
"T28_S__k141_45115||full",7.9533153477559e-07,8,16,24,0.00366064156206852
"T100_D__k141_425025||full",1.91111462111821e-06,20,8,24,0.00544420346303015
"T8_S__k141_1243341||full",0.00116344065420643,16,8,24,0.0318980288616093
"T44_S__k141_843304||full",0.00259367275078157,24,12,24,0.0450525050125
"T0_S__k141_887188||full",0.000429563999659027,16,8,24,0.0237498117020436
"T88_S_k141_532011||full",0.000600630851815147,16,8,24,0.0263252837660094
"T40_D__k141_680238||lt2gene",0.000121030819049067,12,12,24,0.0178720782259343
"T72_S__k141_802612||full",0.000231178326212715,12,12,24,0.0203925391290152
"T52_S_k141_897553||full",0.00128123154822706,24,12,24,0.033887209949503
"T32_S__k141_870575||full",0.000640900090033144,8,16,24,0.0263252837660094
"T48_S__k141_481841||full",0.000752095993182849,16,8,24,0.0283003144971709
"T92_S__k141_10385||full",0.00102766354640401,16,8,24,0.0316387096155458
"T80_S__k141_994153||full",0.00168830439766374,8,16,24,0.0370967356488473
"T84_S__k141_246179||full",0.000720243106891782,12,12,24,0.0275078337386082
"T88_S_k141_101209||full",0.000253195309661545,12,12,24,0.0206678603286038
"T112_S__k141_600259||full",0.000777752161546544,24,12,24,0.0287567945992524
"T36_S__k141_1132569||full",0.000166955600011994,16,8,24,0.0191808874413408
"T84_S__k141_1198796||full",0.00150311604916546,16,8,24,0.0349083316051522
"T68_S__k141_831025||full",0.00252133971655248,8,16,24,0.0448884689620055
"T84_S__k141_277981||full",0.000686696341601731,8,16,24,0.0269904407936177
"T8_S__k141_771417||full",0.00302328272917257,8,16,24,0.0490444918765397
"T16_S__k141_461243||full",4.64267881528656e-05,16,8,24,0.0149890433111132
"T68_S__k141_1033134||full",0.000668765311338932,8,16,24,0.0266340185012515
"T24_S__k141_664901||full",0.0013955259351527,8,16,24,0.0349083316051522
"T16_D__k141_103450||full",0.00072132186526166,16,12,24,0.0275273248943197
"T28_S__k141_534739||full",0.00158582492630988,8,16,24,0.0357367750262145
"T36_S__k141_1036382||full",0.000167861750248787,12,12,24,0.0191808874413408
"T68_S__k141_106301||full",0.0026918475986769,16,8,24,0.0460957834875117
"T40_S__k141_960573||full",6.44865554681608e-05,12,12,24,0.0156932407447844
"T76_S__k141_297434||full",0.00191136886073252,16,4,24,0.0394353515457819
"T84_S__k141_539011||full",2.59231784830331e-05,16,12,24,0.0139876047649868
"T60_S__k141_557360||full",0.000557686923097461,12,12,24,0.0254549126406822
"T64_S__k141_59423||full",6.93346328730943e-05,8,16,24,0.0162102758870135
