"X","Virus","taxonomy_g"
2533,"T80_S__k141_691010||full","Pelagibacter"
2534,"T80_S__k141_715000||full","Luminiphilus"
2535,"T80_S__k141_797966||full","TMED108"
2536,"T80_S__k141_854811||full","TMED78"
2537,"T80_S__k141_90092||full","Polaribacter_A"
2538,"T84_S__k141_1004147||full","SAR86A"
2539,"T84_S__k141_1024096||full","Joostella"
2540,"T84_S__k141_1071436||full","Sediminibacterium"
2541,"T84_S__k141_1078096||full","ARS21"
2542,"T84_S__k141_1108807||full","Aquaticitalea"
2543,"T84_S__k141_1108807||full","Site-B1"
2544,"T84_S__k141_1108807||full","Gelidibacter"
2545,"T84_S__k141_1128834||full","MED-G52"
2546,"T84_S__k141_1148447||full","Pusillimonas_A"
2547,"T84_S__k141_1161481||full","ARS1285"
2548,"T84_S__k141_1226437||full","TMED-70"
2549,"T84_S__k141_1260797||full","UBA1994"
2550,"T84_S__k141_141953||full","MarineAlpha5-Bin3"
2551,"T84_S__k141_193116||full","UBA8316"
2552,"T84_S__k141_256571||full","Prochlorococcus_A"
2553,"T84_S__k141_26871||full","Hyphobacterium"
2554,"T84_S__k141_328141||full","GCA-2689925"
2555,"T84_S__k141_342318||full","GCA-2691145"
2556,"T84_S__k141_362471||full","TMED112"
2557,"T84_S__k141_493393||full","MEDG-81"
2558,"T84_S__k141_498615||full","Hyphobacterium"
2559,"T84_S__k141_738812||full","CACLCV01"
2560,"T84_S__k141_828737||full","Pusillimonas_A"
2561,"T84_S__k141_89813||full","UBA8316"
2562,"T84_S__k141_956162||full","Actinomarina"
2563,"T88_D__k141_1066954||full","UBA2588"
2564,"T88_D__k141_1071087||full","Xanthomarina"
2565,"T88_D__k141_1106633||full","UBA9212"
2566,"T88_D__k141_1113262||full","Sediminibacterium"
2567,"T88_D__k141_125763||full","MedAcidi-G1"
2568,"T88_D__k141_17492||full","UBA11654"
2569,"T88_D__k141_186019||full","Companilactobacillus"
2570,"T88_D__k141_222514||full_1","GCA-002708315"
2571,"T88_D__k141_232932||full","UBA7377"
2572,"T88_D__k141_250514||full","CAIOGI01"
2573,"T88_D__k141_266223||full","GCA-002708315"
2574,"T88_D__k141_327375||full","GCA-002684695"
2575,"T88_D__k141_344133||full","UBA7328"
2576,"T88_D__k141_347701||full","Pelagibacter"
2577,"T88_D__k141_35334||full","Sediminibacterium"
2578,"T88_D__k141_367647||full","Joostella"
2579,"T88_D__k141_41251||full","UBA4416"
2580,"T88_D__k141_461792||full","TMED112"
2581,"T88_D__k141_52254||full","ARS23"
2582,"T88_D__k141_539730||full","Hyphobacterium"
2583,"T88_D__k141_572925||full","Joostella"
2584,"T88_D__k141_574597||full","MGIIa-L1"
2585,"T88_D__k141_579210||full","Mf105b01"
2586,"T88_D__k141_585835||full","AG-337-I02"
2587,"T88_D__k141_599979||full","GCA-2689925"
2588,"T88_D__k141_613775||full","Wolbachia"
2589,"T88_D__k141_668822||full","ARS10"
2590,"T88_D__k141_694236||full","GCA-2691145"
2591,"T88_D__k141_742221||full","Flavobacterium"
2592,"T88_D__k141_784709||full","Winogradskyella"
2593,"T88_D__k141_796713||full","AEGEAN-183"
2594,"T88_D__k141_796713||full","MedAcidi-G1"
2595,"T88_D__k141_8227||full","UBA8687"
2596,"T88_D__k141_855747||full","Prochlorococcus_A"
2597,"T88_D__k141_876628||full","Ulvibacter_B"
2598,"T88_D__k141_888564||full","UBA721"
2599,"T88_D__k141_889514||full","GCA-002724975"
2600,"T88_D__k141_897006||full","TMED-70"
2601,"T88_D__k141_925972||full","ARS21"
2602,"T88_D__k141_928302||full","MarineAlpha5-Bin3"
2603,"T88_D__k141_940929||full","Joostella"
2604,"T88_D__k141_943758||full","ARS21"
2605,"T88_D__k141_957236||full","GCA-2698665"
2606,"T88_D__k141_993468||full","Hyphobacterium"
2607,"T88_D__k141_993734||full","Pseudooceanicola"
2608,"T88_S_k141_1012435||full","TMED48"
2609,"T88_S_k141_1018917||full","GCA-2691245"
2610,"T88_S_k141_1027609||full","TMED112"
2611,"T88_S_k141_108681||full_1","GCA-2691145"
2612,"T88_S_k141_113672||full","MGIIb-O3"
2613,"T88_S_k141_1145440||full","Hyphobacterium"
2614,"T88_S_k141_1177508||full","Croceibacter"
2615,"T88_S_k141_1194484||full","Winogradskyella"
2616,"T88_S_k141_176682||full","Winogradskyella"
2617,"T88_S_k141_184679||full","Confluentibacter"
2618,"T88_S_k141_238810||full","GCA-2698665"
2619,"T88_S_k141_317786||full","Pelagibacter"
2620,"T88_S_k141_322075||full","CAIJKW01"
2621,"T88_S_k141_367698||full","AG-339-G14"
2622,"T88_S_k141_395466||full","GCA-2704625"
2623,"T88_S_k141_464468||full","SAR86A"
2624,"T88_S_k141_469307||full","GCA-2689925"
2625,"T88_S_k141_507505||full","Winogradskyella"
2626,"T88_S_k141_520223||full","TMED112"
2627,"T88_S_k141_538656||full","Pusillimonas_A"
2628,"T88_S_k141_541514||full","UBA7377"
2629,"T88_S_k141_634794||full","TMED78"
2630,"T88_S_k141_636832||full","Micropelagos"
2631,"T88_S_k141_649471||full","UBA1268"
2632,"T88_S_k141_726848||full","GCA-2691145"
2633,"T88_S_k141_767452||full","TMED123"
2634,"T88_S_k141_78819||full","SAR86A"
2635,"T88_S_k141_814836||full","UBA7377"
2636,"T88_S_k141_890232||full","SAR86A"
2637,"T88_S_k141_890232||full","SAR86A"
2638,"T88_S_k141_930348||full","Pelagibacter_A"
2639,"T88_S_k141_939448||full","Croceibacter"
2640,"T88_S_k141_956317||full","ARS21"
2641,"T88_S_k141_961341||full","Tamlana_A"
2642,"T88_S_k141_961341||full","Flaviramulus_A"
2643,"T88_S_k141_98874||full","AG-422-B15"
2644,"T8_S__k141_1030831||full","Actinomarina"
2645,"T8_S__k141_1033332||full","GCA-2701545"
2646,"T8_S__k141_1043770||full","SAR86A"
2647,"T8_S__k141_10587||full","Croceibacter"
2648,"T8_S__k141_1091982||full","Hyphobacterium"
2649,"T8_S__k141_1133048||full","Pelagibacter"
2650,"T8_S__k141_1143314||full","Hyphobacterium"
2651,"T8_S__k141_1146105||full","Winogradskyella"
2652,"T8_S__k141_1238888||full","Joostella"
2653,"T8_S__k141_1239317||full","ARS21"
2654,"T8_S__k141_1240530||full","Hyphobacterium"
2655,"T8_S__k141_12681||full","B24-G9"
2656,"T8_S__k141_1282086||full","Wolbachia"
2657,"T8_S__k141_1326478||full","MGIIa-K1"
2658,"T8_S__k141_1386836||full","UBA7377"
2659,"T8_S__k141_1415942||full","Wolbachia"
2660,"T8_S__k141_1436802||full","UBA7377"
2661,"T8_S__k141_1440570||full","Jejuia"
2662,"T8_S__k141_145532||full","Hyphobacterium"
2663,"T8_S__k141_1471076||full","Micropelagos"
2664,"T8_S__k141_17568||full","Hyphobacterium"
2665,"T8_S__k141_185988||full","GCA-2691145"
2666,"T8_S__k141_201606||full","Tenacibaculum"
2667,"T8_S__k141_24321||full","UBA10364"
2668,"T8_S__k141_293402||full","Hyphobacterium"
2669,"T8_S__k141_311187||full","Croceibacter"
2670,"T8_S__k141_326231||full","SCGC-AAA160-P02"
2671,"T8_S__k141_38751||full","Hyphobacterium"
2672,"T8_S__k141_391981||full","Neorhizobium"
2673,"T8_S__k141_405732||full","GCA-2689925"
2674,"T8_S__k141_414456||full","Croceibacter"
2675,"T8_S__k141_484166||full","Pelagibacter"
2676,"T8_S__k141_484864||full","OM182"
2677,"T8_S__k141_557289||full","Meridianimaribacter"
2678,"T8_S__k141_568581||full","Pelagibacter"
2679,"T8_S__k141_595152||full","Vibrio"
2680,"T8_S__k141_657360||full","Marinobacter"
2681,"T8_S__k141_689140||full_1","UBA7377"
2682,"T8_S__k141_711584||full","GCA-2704665"
2683,"T8_S__k141_718017||full","Joostella"
2684,"T8_S__k141_752571||full","UBA8316"
2685,"T8_S__k141_768995||full","TMED112"
2686,"T8_S__k141_777624||full","Vibrio"
2687,"T8_S__k141_777624||full","Vibrio"
2688,"T8_S__k141_783534||full","Pelagibacter_A"
2689,"T8_S__k141_869088||full","CACLCV01"
2690,"T8_S__k141_877543||full","BRH-c54"
2691,"T8_S__k141_897156||full","Rhodoferax"
2692,"T8_S__k141_953625||full","TMED211"
2693,"T8_S__k141_988288||full","Leuconostoc"
2694,"T92_S__k141_1048807||0_partial","Marivirga"
2695,"T92_S__k141_1059366||full","UBA7377"
2696,"T92_S__k141_1066941||full","Prochlorococcus_A"
2697,"T92_S__k141_1066941||full","Prochlorococcus_A"
2698,"T92_S__k141_1066941||full","Prochlorococcus_A"
2699,"T92_S__k141_1066941||full","Prochlorococcus_A"
2700,"T92_S__k141_1066941||full","Prochlorococcus_A"
2701,"T92_S__k141_1066941||full","Prochlorococcus_A"
2702,"T92_S__k141_1066941||full","Prochlorococcus_A"
2703,"T92_S__k141_1066941||full","Prochlorococcus_A"
2704,"T92_S__k141_1066941||full","Prochlorococcus_A"
2705,"T92_S__k141_1066941||full","Prochlorococcus_A"
2706,"T92_S__k141_1066941||full","Prochlorococcus_A"
2707,"T92_S__k141_1066941||full","Prochlorococcus_A"
2708,"T92_S__k141_1066941||full","Prochlorococcus_A"
2709,"T92_S__k141_1066941||full","Prochlorococcus_A"
2710,"T92_S__k141_1066941||full","Prochlorococcus_A"
2711,"T92_S__k141_1066941||full","Prochlorococcus_A"
2712,"T92_S__k141_1066941||full","Prochlorococcus_A"
2713,"T92_S__k141_1066941||full","Prochlorococcus_A"
2714,"T92_S__k141_1066941||full","Prochlorococcus_A"
2715,"T92_S__k141_1066941||full","Prochlorococcus_A"
2716,"T92_S__k141_1066941||full","Prochlorococcus_A"
2717,"T92_S__k141_1066941||full","Prochlorococcus_A"
2718,"T92_S__k141_1066941||full","Prochlorococcus_A"
2719,"T92_S__k141_1066941||full","Prochlorococcus_A"
2720,"T92_S__k141_1066941||full","Prochlorococcus_A"
2721,"T92_S__k141_1066941||full","Prochlorococcus_A"
2722,"T92_S__k141_1066941||full","Prochlorococcus_A"
2723,"T92_S__k141_1066941||full","Prochlorococcus_A"
2724,"T92_S__k141_1066941||full","Prochlorococcus_A"
2725,"T92_S__k141_1066941||full","Prochlorococcus_A"
2726,"T92_S__k141_1066941||full","Prochlorococcus_A"
2727,"T92_S__k141_1066941||full","Prochlorococcus_A"
2728,"T92_S__k141_1066941||full","Prochlorococcus_A"
2729,"T92_S__k141_1066941||full","Prochlorococcus_A"
2730,"T92_S__k141_1066941||full","Prochlorococcus_A"
2731,"T92_S__k141_1066941||full","Prochlorococcus_A"
2732,"T92_S__k141_1066941||full","Prochlorococcus_A"
2733,"T92_S__k141_1066941||full","Prochlorococcus_A"
2734,"T92_S__k141_1066941||full","Prochlorococcus_A"
2735,"T92_S__k141_1066941||full","Prochlorococcus_A"
2736,"T92_S__k141_1066941||full","Prochlorococcus_A"
2737,"T92_S__k141_1066941||full","Prochlorococcus_A"
2738,"T92_S__k141_1066941||full","Prochlorococcus_A"
2739,"T92_S__k141_1066941||full","Prochlorococcus_A"
2740,"T92_S__k141_1066941||full","Prochlorococcus_A"
2741,"T92_S__k141_1066941||full","Prochlorococcus_A"
2742,"T92_S__k141_1066941||full","Prochlorococcus_A"
2743,"T92_S__k141_1066941||full","Prochlorococcus_A"
2744,"T92_S__k141_1066941||full","Prochlorococcus_A"
2745,"T92_S__k141_1066941||full","Prochlorococcus_A"
2746,"T92_S__k141_1066941||full","Prochlorococcus_A"
2747,"T92_S__k141_1066941||full","Prochlorococcus_A"
2748,"T92_S__k141_1066941||full","Prochlorococcus_A"
2749,"T92_S__k141_1066941||full","Prochlorococcus_A"
2750,"T92_S__k141_1066941||full","Prochlorococcus_A"
2751,"T92_S__k141_1066941||full","Prochlorococcus_A"
2752,"T92_S__k141_1066941||full","Prochlorococcus_A"
2753,"T92_S__k141_1066941||full","Prochlorococcus_A"
2754,"T92_S__k141_1066941||full","Prochlorococcus_A"
2755,"T92_S__k141_1066941||full","Prochlorococcus_A"
2756,"T92_S__k141_1066941||full","Prochlorococcus_A"
2757,"T92_S__k141_1066941||full","Prochlorococcus_A"
2758,"T92_S__k141_1066941||full","Prochlorococcus_A"
2759,"T92_S__k141_1066941||full","Prochlorococcus_A"
2760,"T92_S__k141_1066941||full","Prochlorococcus_A"
2761,"T92_S__k141_1066941||full","Prochlorococcus_A"
2762,"T92_S__k141_1066941||full","Prochlorococcus_A"
2763,"T92_S__k141_1066941||full","Prochlorococcus_A"
2764,"T92_S__k141_1102079||full","UBA7916"
2765,"T92_S__k141_1133977||full","UBA3537"
2766,"T92_S__k141_1189150||full","TMED69"
2767,"T92_S__k141_1197313||full","Mf105b01"
2768,"T92_S__k141_17340||full","TMED-70"
2769,"T92_S__k141_190901||full","Pelagibacter_A"
2770,"T92_S__k141_218449||full","SAR86A"
2771,"T92_S__k141_248721||full","GCA-2697505"
2772,"T92_S__k141_27923||full","TMED-70"
2773,"T92_S__k141_361222||0_partial","Marivirga"
2774,"T92_S__k141_405436||full","UBA8316"
2775,"T92_S__k141_468790||full","Mariniflexile"
2776,"T92_S__k141_469869||full","ARS21"
2777,"T92_S__k141_480724||full","Wolbachia"
2778,"T92_S__k141_637929||full","Croceibacter"
2779,"T92_S__k141_679173||full","UBA1994"
2780,"T92_S__k141_683439||full","GCA-2691145"
2781,"T92_S__k141_700411||full","Winogradskyella"
2782,"T92_S__k141_826210||full","Pelagibacter"
2783,"T92_S__k141_83589||full","SW10"
2784,"T92_S__k141_861335||full_1","TMED48"
2785,"T96_S__k141_178280||full","Sediminibacterium"
2786,"T96_S__k141_189785||full","ARS21"
2787,"T96_S__k141_322409||full","UBA7377"
2788,"T96_S__k141_415978||full","UBA12202"
2789,"T96_S__k141_47476||full","NBD-18"
2790,"T96_S__k141_546894||full","Joostella"
2791,"T96_S__k141_566515||full","Pelagibacter_A"
2792,"Virus",NA
2793,"T0_S__k141_1026096||full","Acinetobacter"
2794,"T0_S__k141_1026096||full","Acinetobacter"
2795,"T0_S__k141_1026096||full","Acinetobacter"
2796,"T0_S__k141_132813||full","ARS21"
2797,"T0_S__k141_140829||full","Prochlorococcus_A"
2798,"T0_S__k141_203533||full","Hyphobacterium"
2799,"T0_S__k141_284915||full","Bartonella"
2800,"T0_S__k141_284915||full","Bartonella"
2801,"T0_S__k141_284915||full","Bartonella"
2802,"T0_S__k141_325673||full","JAAZJD01"
2803,"T0_S__k141_419960||full","SAR86A"
2804,"T0_S__k141_424504||full","GCA-2707915"
2805,"T0_S__k141_424504||full","GCA-2707915"
2806,"T0_S__k141_434039||full","Vibrio"
2807,"T0_S__k141_560744||full","Joostella"
2808,"T0_S__k141_629552||full","TMED48"
2809,"T0_S__k141_698299||full","Xanthomarina"
2810,"T0_S__k141_699974||full","Prochlorococcus_A"
2811,"T0_S__k141_748733||full","AG-337-I02"
2812,"T0_S__k141_748733||full","AG-337-I02"
2813,"T0_S__k141_829132||full","MED-G52"
2814,"T0_S__k141_8825||full","Pelagibacter_A"
2815,"T0_S__k141_944757||full","TMED112"
2816,"T100_D__k141_132521||full","Prochlorococcus_B"
2817,"T100_D__k141_134313||full","GCA-2704625"
2818,"T100_D__k141_1406||full","GCA-2733415"
2819,"T100_D__k141_16958||full","UBA11654"
2820,"T100_D__k141_20452||full","Prochlorococcus_A"
2821,"T100_D__k141_240538||full","Prochlorococcus_B"
2822,"T100_D__k141_241843||full","Pelagibacter"
2823,"T100_D__k141_246557||full","Winogradskyella"
2824,"T100_D__k141_249748||full","TMED112"
2825,"T100_D__k141_304174||full","Joostella"
2826,"T100_D__k141_325656||full","Hyphobacterium"
2827,"T100_D__k141_326570||full","Hyphobacterium"
2828,"T100_D__k141_334137||full","Actinomarina"
2829,"T100_D__k141_396795||full","Joostella"
2830,"T100_D__k141_446287||full","Pseudooceanicola"
2831,"T100_D__k141_476726||full","Joostella"
2832,"T100_D__k141_486631||full","Joostella"
2833,"T100_D__k141_489072||full","Pseudooceanicola"
2834,"T100_D__k141_498812||full","ARS21"
2835,"T100_D__k141_51484||full","Vibrio"
2836,"T100_D__k141_51484||full","Vibrio"
2837,"T100_D__k141_603186||full","Polaribacter"
2838,"T100_D__k141_603186||full","Polaribacter"
2839,"T100_D__k141_638512||full","Joostella"
2840,"T100_D__k141_64328||full","Actinomarina"
2841,"T100_D__k141_66138||full","Algibacter_A"
2842,"T100_D__k141_66138||full","Flaviramulus_A"
2843,"T100_D__k141_667564||full","Joostella"
2844,"T100_D__k141_676160||full","Prochlorococcus_B"
2845,"T100_D__k141_680425||full","Croceibacter"
2846,"T100_D__k141_685162||full","TMED15"
2847,"T100_D__k141_726814||full","Joostella"
2848,"T100_D__k141_74584||full","Prochlorococcus_B"
2849,"T100_D__k141_776412||full","Hyphobacterium"
2850,"T100_D__k141_786701||full","ARS23"
2851,"T100_D__k141_789383||full","UBA8592"
2852,"T100_D__k141_800510||full","Croceibacter"
2853,"T100_D__k141_80805||full","Prochlorococcus_A"
2854,"T100_D__k141_868095||full","Hyphobacterium"
2855,"T100_D__k141_884579||full","Croceibacter"
2856,"T100_D__k141_911171||full","UBA1994"
2857,"T100_D__k141_946237||full","BRH-c54"
2858,"T100_S__k141_313916||full","AG-337-I02"
2859,"T100_S__k141_316399||full","GCA-2704665"
2860,"T100_S__k141_322595||full","Actinomarina"
2861,"T100_S__k141_432600||full","SCGC-AAA160-P02"
2862,"T100_S__k141_521526||full","AG-337-I02"
2863,"T100_S__k141_531474||full","Pelagibacter"
2864,"T100_S__k141_60022||full","TMED-70"
2865,"T100_S__k141_610077||full","Pelagibacter_A"
2866,"T100_S__k141_702338||full","Nitrosopelagicus"
2867,"T100_S__k141_750240||full","Pelagibacter"
2868,"T100_S__k141_783360||full","Hyphobacterium"
2869,"T104_S__k141_204245||full","B72-G16"
2870,"T104_S__k141_204833||full","Pelagibacter_A"
2871,"T104_S__k141_213265||full","UBA7377"
2872,"T104_S__k141_30267||full","UBA10364"
2873,"T104_S__k141_32718||full","AG-337-I02"
2874,"T104_S__k141_327257||full","AG-337-I02"
2875,"T104_S__k141_357573||full","Labilibaculum"
2876,"T104_S__k141_357573||full","Labilibaculum"
2877,"T104_S__k141_428769||full","Tenacibaculum"
2878,"T104_S__k141_428769||full","Tenacibaculum"
2879,"T104_S__k141_54693||full","Synechococcus_E"
2880,"T104_S__k141_54693||full","Synechococcus_E"
2881,"T104_S__k141_554706||full","Hyphobacterium"
2882,"T104_S__k141_561120||full","Flavivirga"
2883,"T104_S__k141_57409||full","UBA8316"
2884,"T104_S__k141_675888||full","Pelagibacter_A"
2885,"T104_S__k141_721514||full","Pelagibacter_A"
2886,"T104_S__k141_746325||full","AG-337-I02"
2887,"T104_S__k141_750246||full","UBA12191"
2888,"T104_S__k141_750246||full","GCA-2697505"
2889,"T108_S__k141_195198||full","MED-G52"
2890,"T108_S__k141_203410||full","Prochlorococcus_A"
2891,"T108_S__k141_203410||full","Prochlorococcus_A"
2892,"T108_S__k141_203861||full","TMED112"
2893,"T108_S__k141_258521||full","Joostella"
2894,"T108_S__k141_30482||full","Pelagibacter"
2895,"T108_S__k141_31430||full","Prochlorococcus_A"
2896,"T108_S__k141_351589||full","Synechococcus_E"
2897,"T108_S__k141_380341||full","TMED112"
2898,"T108_S__k141_381896||full","Winogradskyella"
2899,"T108_S__k141_381896||full","Winogradskyella"
2900,"T108_S__k141_381896||full","Psychroserpens"
2901,"T108_S__k141_401363||full","Ichthyenterobacterium"
2902,"T108_S__k141_401363||full","Psychroserpens"
2903,"T108_S__k141_408755||full","TMED112"
2904,"T108_S__k141_408835||full","UBA8444"
2905,"T108_S__k141_417439||full","Winogradskyella"
2906,"T108_S__k141_474567||full","TMED112"
2907,"T108_S__k141_5664||full","GCA-2707915"
2908,"T108_S__k141_601143||full","MGIIa-L1"
2909,"T108_S__k141_6419||full","Prochlorococcus_A"
2910,"T108_S__k141_642733||full","Epulopiscium_A"
2911,"T108_S__k141_67703||full","MED-G52"
2912,"T108_S__k141_700975||full","Pelagibacter"
2913,"T108_S__k141_750052||full","TMED48"
2914,"T108_S__k141_767776||full","Acinetobacter"
2915,"T108_S__k141_770241||full","MGIIa-K1"
2916,"T108_S__k141_839962||full","Methylotenera"
2917,"T108_S__k141_839962||full","Methylotenera"
2918,"T108_S__k141_844542||full","SAR86A"
2919,"T108_S__k141_904018||full","GCA-2689995"
2920,"T112_D__k141_127409||full","BACL11"
2921,"T112_D__k141_127409||full","GCA-002715885"
2922,"T112_D__k141_141612||full","ARS23"
2923,"T112_D__k141_15887||full","Pelagibacter_A"
2924,"T112_D__k141_186796||full","Pelagibacter"
2925,"T112_D__k141_188861||full","Pelagibacter_A"
2926,"T112_D__k141_189278||full","Joostella"
2927,"T112_D__k141_198903||full","GCA-2689925"
2928,"T112_D__k141_210922||full","Hyphobacterium"
2929,"T112_D__k141_244103||full","RFSX01"
2930,"T112_D__k141_27886||full","Psychroserpens"
2931,"T112_D__k141_311461||full","CAU-1491"
2932,"T112_D__k141_311461||full","CAU-1491"
2933,"T112_D__k141_325381||full","Joostella"
2934,"T112_D__k141_338501||full","UBA721"
2935,"T112_D__k141_366236||full","Leeuwenhoekiella"
2936,"T112_D__k141_372649||full","Pelagibacter"
2937,"T112_D__k141_421483||full","GCA-2698665"
2938,"T112_D__k141_443591||full_1","AG-409-P03"
2939,"T112_D__k141_470019||full","Hyphobacterium"
2940,"T112_D__k141_500354||full","UBA6002"
2941,"T112_D__k141_51947||full","VFHP01"
2942,"T112_D__k141_573227||full","MGIIa-K1"
2943,"T112_D__k141_593779||full","Francisella"
2944,"T112_D__k141_617811||full","GCA-2686465"
2945,"T112_D__k141_619295||full","MedAcidi-G1"
2946,"T112_D__k141_62420||full","GCA-2707915"
2947,"T112_D__k141_625867||full","JABSQH01"
2948,"T112_D__k141_677288||full","Oceanihabitans"
2949,"T112_D__k141_677454||full","Pelagibacter"
2950,"T112_D__k141_696774||full","Aquimarina"
2951,"T112_D__k141_70214||full","Flavobacterium"
2952,"T112_D__k141_70824||full","Flavobacterium"
2953,"T112_D__k141_72853||full","UBA1994"
2954,"T112_D__k141_741649||full","GCA-2704625"
2955,"T112_D__k141_742453||full","MGIIb-O5"
2956,"T112_D__k141_748872||full","Prochlorococcus_B"
2957,"T112_D__k141_80293||full","TMED211"
2958,"T112_D__k141_803021||full","Sediminibacterium"
2959,"T112_D__k141_907782||full","PN-J185"
2960,"T112_D__k141_910786||full","ARS21"
2961,"T112_D__k141_927662||full","D2472"
2962,"T112_S__k141_1006969||full","UBA1994"
2963,"T112_S__k141_141000||full","Winogradskyella"
2964,"T112_S__k141_216001||full","Winogradskyella"
2965,"T112_S__k141_222581||full","Tamlana_A"
2966,"T112_S__k141_280338||full","Pelagibacter_A"
2967,"T112_S__k141_290769||full","GCA-2697505"
2968,"T112_S__k141_290776||full","GCA-2689925"
2969,"T112_S__k141_306660||full","Hyphobacterium"
2970,"T112_S__k141_366195||full","Pelagibacter_A"
2971,"T112_S__k141_400159||full","Paenalcaligenes"
2972,"T112_S__k141_4394||full","Pelagibacter"
2973,"T112_S__k141_636402||full","JAAYEL01"
2974,"T112_S__k141_684606||full","Winogradskyella"
2975,"T112_S__k141_684606||full","Winogradskyella"
2976,"T112_S__k141_70632||full","GCA-2697505"
2977,"T112_S__k141_707879||full","Polaribacter"
2978,"T112_S__k141_709218||full","BRH-c54"
2979,"T112_S__k141_716674||full","SCGC-AAA076-P13"
2980,"T112_S__k141_76667||full","Cellulophaga"
2981,"T112_S__k141_783696||full","Site-B15"
2982,"T112_S__k141_793257||full","GCA-2691245"
2983,"T112_S__k141_911875||full","Allofrancisella"
2984,"T112_S__k141_927485||full","Pelagibacter"
2985,"T112_S__k141_943602||full","MEDG-81"
2986,"T112_S__k141_993163||full","Winogradskyella"
2987,"T112_S__k141_993163||full","CAU-1491"
2988,"T112_S__k141_993163||full","Winogradskyella"
2989,"T112_S__k141_9943||full","MarineAlpha5-Bin3"
2990,"T112_S__k141_994525||full","Site-B1"
2991,"T12_S__k141_1027998||full","GCA-2691145"
2992,"T12_S__k141_1062749||full","Winogradskyella"
2993,"T12_S__k141_1062829||full","Pusillimonas_A"
2994,"T12_S__k141_1091204||full","TMED220"
2995,"T12_S__k141_1181622||full","Hyphobacterium"
2996,"T12_S__k141_1193788||full","CACLCV01"
2997,"T12_S__k141_119640||full","Streptococcus"
2998,"T12_S__k141_1220366||full","Hyphobacterium"
2999,"T12_S__k141_1259028||full","ARS21"
3000,"T12_S__k141_1264335||full","Prochlorococcus_A"
3001,"T12_S__k141_16272||full","GCA-2689925"
3002,"T12_S__k141_174999||full","Marinirhabdus"
3003,"T12_S__k141_361778||full","GCA-2699365"
3004,"T12_S__k141_618167||full","AG-337-I02"
3005,"T12_S__k141_664538||full","Pusillimonas_A"
3006,"T12_S__k141_6876||full","AG-337-I02"
3007,"T12_S__k141_727851||full","TMED131"
3008,"T12_S__k141_792928||full","AG-337-I02"
3009,"T12_S__k141_823385||full","UBA7916"
3010,"T12_S__k141_863645||full","Aquimarina"
3011,"T12_S__k141_863645||full","Aquimarina"
3012,"T12_S__k141_891832||full","MedAcidi-G1"
3013,"T12_S__k141_893090||full","MS024-2A"
3014,"T12_S__k141_899797||full","Tenacibaculum"
3015,"T12_S__k141_899797||full","Tenacibaculum"
3016,"T12_S__k141_91116||full","Winogradskyella"
3017,"T12_S__k141_91116||full","Jejuia"
3018,"T12_S__k141_938841||full","UWMA-0277"
3019,"T12_S__k141_958518||full","Pelagibacter"
3020,"T12_S__k141_972726||full","Hyphobacterium"
3021,"T16_D__k141_1008565||full","WLWZ01"
3022,"T16_D__k141_1019822||full_1","TMED198"
3023,"T16_D__k141_102735||full","GCA-2733415"
3024,"T16_D__k141_1032470||full","GCA-2704665"
3025,"T16_D__k141_1050147||full","HIMB30"
3026,"T16_D__k141_1056530||full","UBA7377"
3027,"T16_D__k141_1057635||full","GCA-2704625"
3028,"T16_D__k141_1107719||full","AG-337-I02"
3029,"T16_D__k141_1114003||full","BACL11"
3030,"T16_D__k141_1121171||full","Oceanihabitans"
3031,"T16_D__k141_1131019||full","ARS23"
3032,"T16_D__k141_1189874||full","GCA-2707915"
3033,"T16_D__k141_119262||full","SAR86A"
3034,"T16_D__k141_1209181||full","Marinirhabdus"
3035,"T16_D__k141_1209440||full","CAU-1491"
3036,"T16_D__k141_1217152||full","GCA-2697505"
3037,"T16_D__k141_1243218||full","UBA1532"
3038,"T16_D__k141_1283510||full","TMED211"
3039,"T16_D__k141_1292100||full","Tenacibaculum"
3040,"T16_D__k141_1295300||full","Winogradskyella"
3041,"T16_D__k141_1300236||full","MGIIa-K1"
3042,"T16_D__k141_1330779||full","Prochlorococcus_B"
3043,"T16_D__k141_1333980||full","ARS10"
3044,"T16_D__k141_1380739||full_1","TMED8"
3045,"T16_D__k141_1383487||full","ARS10"
3046,"T16_D__k141_14327||full","TMED108"
3047,"T16_D__k141_1456327||full","Winogradskyella"
3048,"T16_D__k141_1456327||full","Winogradskyella"
3049,"T16_D__k141_1458220||full","SAR86A"
3050,"T16_D__k141_14762||0_partial_1","Halomonas"
3051,"T16_D__k141_174213||full","SAR86A"
3052,"T16_D__k141_182993||full","TMED123"
3053,"T16_D__k141_183833||full","GCA-2691145"
3054,"T16_D__k141_196913||full","GCA-2697505"
3055,"T16_D__k141_197223||full_1","Winogradskyella"
3056,"T16_D__k141_206436||full","GCA-002701455"
3057,"T16_D__k141_214254||full","Mf105b01"
3058,"T16_D__k141_232821||full","UBA8592"
3059,"T16_D__k141_269598||full","MGIIa-K1"
3060,"T16_D__k141_282414||full","GCA-2697505"
3061,"T16_D__k141_285036||full","Prochlorococcus_B"
3062,"T16_D__k141_285353||full","Sediminibacterium"
3063,"T16_D__k141_312494||full","ARS21"
3064,"T16_D__k141_323591||full","MGIIb-O5"
