"","T0_S","T4_S","T8_S","T12_S","T16_S","T20_S","T24_S","T28_S","T32_S","T36_S","T40_S","T44_S","T48_S","T52_S","T56_S","T60_S","T64_S","T68_S","T72_S","T76_S","T80_S","T84_S","T88_S","T92_S","T96_S","T100_S","T104_S","T108_S","T112_S"
"CACNRH01",85.0396284154601,92.8079307380852,75.0960075497424,82.6080928563988,57.5351077937009,44.8660532512251,69.7180869354975,94.1898198681337,83.1801838194881,60.2896888365892,65.5767587569883,59.9529004330026,73.0419688639383,21.7567939251418,53.1967605590562,50.0493879198925,68.327255470765,59.0722742854643,85.637287647254,67.0745856730106,59.4694327374237,92.6165936317046,26.8116069455305,50.7003265211053,0,91.1362494783232,69.363543633027,64.8975674188047,62.3023976750101
"CACNXK01",780.939032913986,799.721092517581,833.282806701181,860.985069859678,1070.08091671247,523.171084763834,685.274986275872,630.677222346174,925.352919835363,824.790388477161,682.139288303487,720.284831245241,621.66489121134,220.409412725583,713.136183673708,888.426341950336,692.528385541309,621.560543663324,739.6641294398,1129.45056197838,816.056664661873,898.710433991466,339.546892055206,625.5965260142,784.492773736704,1209.94016501779,1038.94548241931,928.597319142816,851.553765161693
"CAIYEO01",271.193208714257,296.075840916596,338.428023134896,316.028002510177,370.948965885627,208.046149348579,261.254376197457,231.157162753744,355.587246104952,281.208272773757,252.600915514293,240.450688942933,250.455471633454,88.6912502426307,259.243660076847,282.369212459048,277.520235411356,226.169239251277,295.747671363195,382.340969266143,268.758894033541,346.701225381267,114.296353444311,217.534906375822,283.00914234193,436.085136398671,314.055864464787,308.850689933829,286.60973152287
"CAU-1491",2671.89895488079,3189.4954149215,3391.6429642449,3116.51404661764,3255.15876499604,2056.85893459003,2870.1819147492,2548.67692411471,3408.07122198421,2943.27562536773,2631.13172685175,2699.40247643804,2441.17776316913,871.410510071079,2720.65146944304,2910.53495671913,2675.68722127176,2367.74713709944,2728.95923589198,3561.27194303555,2733.72492312217,3303.9593212899,1136.7687494474,2103.87078496295,2722.65442107559,3908.72089817654,3465.2202450149,3319.59221996351,3068.78497922245
"Capnocytophaga",0,26.146560683712,27.8222487772314,32.5688747093175,29.3947648009813,30.8271544101939,25.5717708129133,20.1532947218386,34.5571299774528,28.7626839431773,27.8955166095568,0,0,9.09314887912947,0,36.0917976726474,0,0,0,30.9202147215147,0,24.5191607831957,11.5742996360208,0,0,0,0,34.8508073667398,29.9371222105025
"Cellulophaga",1047.3191258043,1247.46691085543,1426.79560575368,1170.62916229292,1388.89533935672,936.948157470383,1122.13847086288,1076.28025440663,1385.21166295464,1236.30981585707,1064.6182780136,1060.10056425936,977.165559887917,352.093859853225,1148.54378353344,1210.1286377515,1091.6990088696,998.863760187689,1114.90429895475,1346.3201764406,1115.4300876333,1348.78876813263,457.971731723209,848.0217878347,1344.7083953091,1522.6279516654,1237.45087342109,1391.05716546576,1246.3371435204
"Chlamydophila",640.831329389351,743.600037845326,827.03740865918,759.061597660314,787.538817533144,543.102080156911,687.951185179431,588.978223492708,705.186042393639,694.432811282824,592.68720239924,616.310825567385,565.676211529436,196.972302573816,740.784618667129,747.255607022538,628.00132674088,577.004130196986,671.633442584612,751.142492451006,594.768873273178,648.001377577932,221.446313228225,438.997516786983,744.02342909623,756.224303919148,719.398614728844,782.250853322978,565.828261928819
"Clostridioides",398.644839495091,449.76960415659,421.917625996248,430.976637535363,347.610012201035,314.791268067306,371.871168763095,354.618270623666,470.385555488534,356.425874528703,410.195041750878,337.903687125022,288.793541708307,126.974502336485,369.910166776708,400.804495628032,368.997386171538,286.650271058586,370.785250871681,362.602358107668,302.789600700087,435.790952809611,138.024414271474,238.642762644207,373.691475796817,384.909251515021,436.909789348999,494.027523957574,397.386214858853
"Clostridium",55.507495903765,65.7259652974034,77.392313225617,66.4736737524347,74.3145011606771,49.0278784133548,54.1349034987487,57.5992450787721,70.1729610233969,65.5330552380374,47.8561951526963,55.7843703859665,41.5629366740383,16.9193744965893,48.6322401028382,54.2920598591368,51.8702231238426,41.6533545791788,61.8053471069532,74.9544979798493,44.9140907655867,54.341035172032,21.5585656800965,33.3793808886979,38.3967418476678,76.9337927402258,63.339444165807,61.5954598473399,56.1394046531977
"Confluentibacter",125.209202652485,121.508626014013,161.171189919119,151.274530218973,142.154917404239,84.662757520726,108.134204552573,117.804905519587,131.276604096139,140.088634346068,114.407910776586,111.488660294557,120.074254958607,38.5529261702145,128.697741469953,161.780918591177,132.710894557175,103.236311353262,130.508792610961,159.579842866839,115.797952566245,135.675839966391,51.0888139263112,95.0063344784822,132.483358360458,134.253866424164,113.33555338733,158.415770338012,119.551059612603
"Croceibacter",3886.67056663368,4124.84620000052,4561.49007181883,4391.9550134883,4987.15188697446,2924.26791560699,3674.54016950901,3232.60507777695,4982.36288771107,4092.63862997676,3436.9821174057,3469.91826110795,3301.06614554946,1251.09938982342,3738.58328378082,4273.85696014389,3494.91175989396,3103.13904811552,4080.5862922371,4953.23381169277,3744.48585406087,4424.56195669614,1538.83517027424,2933.56307264372,4373.6572291194,5877.27417344895,4680.4599530899,4366.3297780549,3685.77689268631
"D2472",2196.63092605066,2778.60766337591,3111.92594038542,2911.63967207235,2793.90299150481,1883.96333085557,2595.26400005458,2176.91036855759,3010.22799133034,2492.4094005631,2231.94289459679,2385.41456752042,2166.45005974147,783.468227864201,2459.80618029661,2526.52196562599,2338.58081968858,2053.56706324944,2528.38130619115,3259.29212450385,2411.47070766556,2979.79840100748,969.924228142617,1854.89370280436,2398.75647098881,3341.90972263272,2876.14985613837,3158.07107644639,2759.40553237325
"DT-34",748.864703309428,810.433870550432,903.003126604448,884.112572413411,950.140020723996,568.322115396581,656.529907624958,603.289700283794,921.429783764796,806.07976320738,710.959533690555,651.846277353329,647.931682467364,238.959131009098,718.690269895645,813.515569465936,697.306357381858,642.89742130211,793.157669799198,956.187572938853,679.446398996179,828.407501238343,279.329607155074,489.517608038191,617.441166249725,1054.65989078816,906.206679106156,869.086310050565,729.924071948329
"DT-38",120.307481874041,146.594058384643,176.987843777292,168.726384717419,175.138522623786,135.096461407132,143.87759884908,153.938915579497,175.913336404065,191.760573905575,132.80312006425,151.910784372599,140.849151173601,65.2204709350358,179.361443436778,155.571737808222,146.472433520496,162.75642768231,148.946343934204,205.499999142493,134.183055821234,222.384935532653,71.1476386531055,152.326468268312,153.799980703452,212.351988429525,222.905458446834,218.248888709281,180.344754610149
"DT-91",210.423124730594,213.867909953426,230.536890292521,228.256263807864,219.120339683177,135.604754270638,204.315203389105,171.431351346638,262.979969625199,196.853642500287,176.334507582369,186.872526487051,148.212656893204,62.8344961203959,178.445379778286,207.451959180767,181.465683360627,155.093545667233,229.217403124488,250.15069554184,175.833640114567,253.319623619895,63.1380297154169,115.219120981319,168.19282314583,254.648481641946,211.168939838407,194.122383309777,159.033550163479
"Desulfoluna",546.799352834015,650.531968997413,684.104619891479,564.77130990033,486.899162671306,410.601785123205,563.92565779471,538.368084950375,576.348456690347,497.543377825499,379.645897141638,450.979372065775,413.755575178268,146.542203106177,484.321830310977,514.685605897095,465.050560791952,408.458431525573,461.614827396722,638.675789666754,458.180997806025,665.435894076435,228.911616309956,470.271975638327,592.587428654116,663.13442778136,608.00880812107,717.103365147071,562.286240771479
"Dokdonia",1696.96825177155,1811.90108228242,1949.27921398111,1985.59084697787,2240.15704432957,1148.89389563545,1539.38035858265,1434.12774944351,2267.8629698121,1874.54509055266,1498.63188698707,1517.98546290352,1400.35952749331,507.400456324604,1635.66255595517,1852.61050448708,1538.80672827793,1339.05050480574,1690.06642531297,2300.13343708865,1696.88393682558,1997.14428491098,710.486457679465,1287.1785897089,1845.32257961122,2660.00472268556,2248.33988256596,2114.7252668979,1718.01501928068
"Epulopiscium_A",7140.72103443927,7592.8055149551,8724.79752150576,8241.78110640595,8331.58640925902,5556.64634826409,6970.66481643362,6648.74036001751,10067.6961858705,8090.63884877264,6863.96599668297,6543.27023734363,6929.34020433464,2384.9445661912,7420.28389719661,7907.43774267039,6989.28007344025,5897.51526685018,7526.6184945143,8784.75397316762,6614.34416300408,8297.06688525433,2607.44763390051,5354.45970074605,8100.39191468917,10467.5728838335,8309.35517332538,7101.53135213342,6528.28062472181
"Eubacterium_G",348.605245995233,429.205906323581,395.602666778344,402.140549600485,383.392622012534,229.835712384418,325.32242026019,343.987867603058,387.189388606417,449.941448987871,348.787697117764,326.149400145215,348.947378875644,112.203876014368,392.467569052923,422.040493246701,350.368162913842,315.60231478821,399.315513821983,411.855225948987,262.234335669265,289.574640562924,115.031894349614,213.252506567131,389.219827819751,401.285828040888,373.611618238576,363.056125636237,288.074945168767
"Ferruginibacter",0,37.037546856003,29.189831276898,41.6629889246585,34.3898840251792,0,0,38.2922173932294,41.0281142223423,52.0380451710053,0,35.8854569574258,35.9943216865704,12.6034342877741,0,35.8527559013313,0,0,29.3938517583508,0,33.7953708962404,36.1946240349796,8.72085618514294,0,0,0,0,51.9650525227096,35.958382911303
"Flaviramulus_A",317.89170703651,387.038802287004,443.435887676804,409.66278215134,390.463860077833,275.649949556326,322.011131777421,322.348625491852,446.986526354097,373.920318235756,311.144270657188,327.027706295941,338.973803521608,121.021285081814,357.614590494835,381.753133597361,336.798562603882,288.458755486857,340.819837044635,462.370411537384,320.403200977445,380.257817927753,127.263745490144,252.329761699714,256.009907058499,523.349354962131,402.849486426409,382.809330601898,320.03669278977
"Flavivirga",115.387311373747,135.105409440678,125.089575933479,154.141631922972,173.459670252688,105.077523542358,124.344910934726,117.406796015933,154.309358506652,155.228077103319,130.657507948152,111.621436750735,116.338690270978,44.3087682012292,135.606517862226,170.24709237265,130.223710377528,104.534491886486,134.182256282601,132.646535054112,129.535788828664,129.373593915944,46.6022406383057,70.5535326178883,151.005686602091,153.432740598283,159.337059753006,145.595122890933,107.646946781031
"Flavobacterium",3735.88018980756,4502.63117575518,4723.44102309989,4455.90725646005,4800.69880984044,3320.15932601395,4071.55566145357,3895.30626979546,5093.60096609949,4516.18077580971,3806.11036813347,3706.2446542316,3523.10801721672,1302.42226938437,3909.06441994557,4411.36601242739,3764.23863908416,3337.25652677694,4099.74478546064,4849.72753059065,3600.40186235576,4479.16379475674,1551.47670359429,2952.75001395156,4093.30548910032,5148.34755178346,4521.97675419378,4763.14300211489,3967.44871448286
"Francisella",2149.31246813951,2062.5708071816,2336.44860155017,2229.42423909743,2725.48699415293,1484.77628255449,1868.29462491275,1616.82654794776,2425.28802374394,2196.12151272043,1623.40971839017,1794.99819772818,1726.45879742192,632.289519176787,1761.30100941076,2019.40874216442,1863.96083309457,1610.03693338288,2142.73322138236,2843.41179535843,2256.59549094272,2592.89799951296,842.591316390924,1612.22626674406,2179.37910477817,3300.1674178429,2528.53632067378,2382.7746412471,2058.69310806102
"GCA-002701455",60.0720099917874,67.9122362920615,89.5603883501622,60.6932979506693,81.9349493976883,42.0442562711085,51.4187096457259,56.5478012419086,72.9414156852768,66.1810487542832,48.9850629377766,54.7488106702754,54.062269883631,17.0722408826208,47.9108724339637,73.9244636480714,50.4046163984298,43.4515917108148,50.3619962634476,81.0992835846385,55.1720260179558,65.4591927309172,28.0243850006611,36.589001408505,69.5060357242557,103.053654583364,61.5300396518366,64.4079758611699,53.7448836537942
"GCA-002715885",244.070246171927,270.948069281008,273.662311029899,266.518771163188,258.230993812989,174.260420390762,195.694856492776,193.271323397137,341.810142101721,245.309238491259,229.312269767172,182.963750802834,180.815292072471,77.1540050338648,248.452308301974,268.216319110115,251.70027493676,192.760387475262,259.868483227479,232.903863826472,166.455475310383,228.142811763545,86.693264265237,168.978751524172,237.21121884813,323.574424303689,252.58167453605,218.23225311709,209.622445415127
"GCA-2683775",1366.23714920664,1571.5070019093,1690.47354512611,1654.53085454867,1517.02972764614,1127.28862376081,1425.09248952743,1369.4651124817,2000.61573496542,1609.92897498089,1432.2907847412,1297.70380389276,1283.76466003179,468.913372116156,1508.43839468683,1419.12781367866,1351.96663740226,1077.15595087038,1480.39220774973,1650.77680189489,1200.92105232513,1719.00344903886,509.594050910525,1149.43813971463,1573.00011550981,1961.48448005628,1632.87538393934,1380.90569602234,1362.36960613046
"GCA-2688775",175.797262077148,203.991849516861,239.868945119126,225.145038168526,220.744990532338,148.520921810888,188.445257001421,170.577117952338,206.206772683905,208.621515471885,174.161906152736,147.842902686027,198.199951773002,66.7829297164354,204.227937064341,258.745971158059,168.924242952194,200.0726906845,149.716193793429,296.85929549586,227.202569915769,283.597121356573,99.0849848793905,281.126428912092,233.470460908627,287.728016835108,295.583284350229,306.269011829022,237.846554527888
"GCA-2689925",4046.00038729868,4838.76637430324,5298.13961224032,5324.08213262182,5905.47901991705,3315.16801120428,4175.61482620629,3856.35872307304,5911.55485798435,5081.03845282692,4168.7726440149,4214.32616870651,3892.88984987917,1355.33572293481,4328.08203468725,4473.63392912847,4378.56131060041,3570.32595176003,4242.69404311049,6079.31543921183,4479.82220249749,5443.17609688442,1837.781833244,3051.75901593818,4150.62088154357,7100.62207833527,5632.9356277485,5578.22502785384,4641.35236337879
"GCA-2691145",195.913020260996,214.895316264414,200.998890671695,174.722205752172,201.986536670673,270.107118504925,177.789259537825,279.929219882991,188.887306688804,302.71337716735,242.757238614341,251.892038680014,255.683185051918,98.1804005483796,169.849572406775,230.633359649634,244.343853723112,242.776077541042,181.408139855217,219.58709308706,169.404754217976,270.68560545981,104.477042956974,399.33940656211,353.438052017141,227.127716838906,189.549056390875,229.40818764718,252.59375342293
"GCA-2691245",2103.38235245883,2345.66716028842,2531.54264056077,2522.89609108509,2384.69737908311,1714.06486802892,2005.54010905639,2007.51405738772,2990.87677374428,2364.9181782623,1987.42212079382,2021.16618052788,1945.89853315541,729.74945420317,2107.02456033856,2222.95133936862,2047.6188095005,1807.6849694679,2326.51793156353,2340.39629136421,1856.88542956054,2299.77977634022,689.499711861242,1238.02156983758,1818.21388868031,2805.74504549587,2158.79534494208,2188.0561731665,1699.11084213729
"GCA-2697505",628.058765498561,849.403134727771,999.248907361226,886.089938823763,946.859475305141,896.294401270263,1103.05489746089,956.439282758147,907.57273409123,1024.0339578261,891.75704989985,687.243552507194,790.493027626902,326.481226360528,1029.62322623391,1119.45118813785,866.905040304697,727.332924951824,647.742110310854,1020.42345447257,705.117067206753,1015.4464202837,353.2796935252,511.920013787365,995.878680323527,900.695220326254,869.882420747757,1310.98135005314,861.768354577944
"GCA-2704625",11110.9592194225,13152.8045319546,14071.0897802409,13217.2752786915,12572.3570187375,9489.79137080097,10989.8208058599,10480.2560882324,14811.1880284827,12069.7344425448,11230.4609246075,10461.2545088149,10329.3886022664,3801.77218030329,11156.1886095029,11989.8361551639,10943.2747941589,9064.41472621409,11942.0388586171,12384.5309288721,9389.70654271003,12242.31489944,3948.40318105368,7476.58262416808,11514.2667064683,13525.2681044737,11054.3032853389,11853.1636629677,10164.9044233694
"GCA-2704665",3087.25186645058,3233.81611673032,3525.13649040067,3382.54961627814,4015.31442175458,2506.53732976526,3047.30499352617,2772.61978383894,3894.56001133052,3399.20045181131,2735.58917671446,2759.14855456029,2737.91378802319,1024.19425806247,3030.84653518019,3081.36687870172,2842.72729399206,2416.51258212334,3102.68297467334,3657.76723929468,2655.80259297825,3345.61791009869,1102.88745205815,2153.03169147668,3203.44868022594,4633.32892835318,3295.4145983842,3049.21834492195,2677.78222155126
"GCA-2707915",694.346182592519,745.530151436025,906.112356583849,785.319859034471,772.69568287479,559.175983741342,701.738478567086,689.440858973293,952.50890976054,795.337534478512,689.069891173878,661.293147368587,628.548655600235,226.20866943649,730.992701163101,746.613482221157,685.594943959205,622.594899348343,693.923739427718,799.731221254904,636.394977836346,735.311238016714,252.517027401883,419.739933247202,689.378726278383,870.502507762771,718.484314790455,712.043435895978,686.865125074645
"GCA-2709075",252.640783413015,279.558531084413,278.211333057509,300.293402155815,329.302895897823,196.728626059727,252.469727551463,260.499634199973,346.659954286316,293.425909967473,222.264658932463,244.870659147537,223.226445087327,89.2668495888957,223.050945810593,333.144042178327,241.982879726608,237.481366487461,254.319834155599,381.184655159045,272.331191984629,307.87065614877,116.629600357989,228.416280643853,331.168126708174,427.247259163177,333.432949730445,315.786670736731,272.793538173343
"GCA-2721545",105.846946979705,105.575489376512,129.344772052339,119.035030689564,81.1230311065317,75.6887336829287,84.4034307415348,76.7230729805599,107.834862389777,116.004864136338,88.4036497213875,72.8702982505348,65.1945250863792,26.3171139939211,93.069157033732,65.7581702019634,82.1271663034397,66.2422730592818,71.1982655596401,85.2148616493972,58.3680133640166,89.3064235177985,33.1384290050611,60.7999857172553,70.7948438447462,80.3577711560672,100.556353819107,102.75149820917,76.326167563061
"GCA-2733415",36.4101246730365,41.8556358742494,41.7139026154088,50.8905508973812,46.7827570430086,32.1098709566853,29.0710907491292,41.1935699476049,47.8091547036301,41.8695206102865,0,38.9850302992657,35.0836790279342,12.3062509865194,39.4510539887454,47.6307869113922,39.1474335793502,37.5352776971978,50.6564919047731,42.5792013614681,33.8049249285797,39.4415708394103,15.8546421688877,0,0,40.2571174815636,36.7562961211726,48.6339161192101,39.339466624969
"Gelidibacter",39.2584423282062,54.2774338741984,60.0340488522734,66.1426865783366,50.3519502580668,53.5842196354176,67.5828882696451,61.1463415236268,51.4383026005703,64.6657848796193,43.5405244255395,46.9699111346463,58.2858396823078,20.085907526121,65.8278608726937,76.976874021782,50.0397977184311,59.2545898357716,28.6336121073934,81.7216530132023,60.7872416932157,71.6047574597203,22.5006976396709,58.2267505504681,77.9619782873411,68.1001736638404,61.2618592193133,86.4191524146988,42.2126519773295
"Gottfriedia",160.05431280698,174.783587562315,200.925512898637,187.389117759615,210.795471457941,144.733515255833,170.278320341491,149.369557223747,218.546736767094,170.000079241971,156.216531527273,139.185181327136,169.668831655301,56.1351169351752,171.792932535577,198.905285681558,153.495721125425,131.185876549512,201.954418448231,188.953468430074,156.251458232914,186.094208242404,64.7858061312701,110.996949537677,206.918700572245,277.535846219147,197.916081078836,179.331794354988,159.208856316866
"HIMB100",249.307970110551,314.857631990136,343.502848298142,341.628112978851,267.51248987331,236.757501163205,249.750848166953,234.994207698687,341.3995079281,281.627627889388,250.720675967183,238.990111038535,248.919663971822,77.2199855940775,264.287432990973,376.329884821398,258.780909557141,201.15480720521,319.242784533607,285.683702378697,189.312580931152,239.652444438464,71.9653556909913,150.816273578615,306.941098205507,305.932389849428,261.894753378734,322.141621703406,230.263704824007
"HIMB30",988.918052234165,1072.25168399478,1229.4982765838,1188.8739584625,1547.7011241376,700.804526091947,901.670093253593,876.070023990288,1344.77527343408,1204.33918029023,1006.96065697467,970.206226225763,953.074930855677,369.994121218581,989.59384390411,1646.22620534005,1102.52511026246,908.679066526019,937.103571563929,1586.48015020631,1275.04945789208,1221.53205978135,567.519398449483,925.287300023492,1293.00448683533,1708.29946597244,1525.85183937561,1246.4671750032,1071.16780867119
"HIMB59",3715.82768308948,4138.50713265265,4579.38179192164,4421.96491754986,4660.61752851736,3031.89051723185,3673.65400445812,3305.39536363896,5200.6292833811,4099.27807262395,3515.10442853068,3340.45010613706,3318.28917230814,1197.52847760454,3659.02777174245,3786.87312025237,3505.4338916345,3090.15516188593,3794.28452621321,4745.56917196162,3469.25350020911,4233.11664245962,1397.78609365557,2791.08668923059,3608.01774637305,5483.83429127964,4273.31528375161,4008.45620864397,3681.90275696223
